4/3/25 19:33:0, Microphone: 176, Temp =  83.29, AccX =  -0.09, AccY =  -0.00, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.35
4/3/25 19:33:0, Microphone: 181, Temp =  82.73, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.42

4/3/25 19:33:1, Microphone: -45, Temp =  82.79, AccX =  -0.09, AccY =  -0.01, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.94, GyroZ =  0.35

4/3/25 19:33:3, Microphone: -21, Temp =  82.87, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.42

4/3/25 19:33:4, Microphone: -15, Temp =  82.95, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.94, GyroZ =  0.35

4/3/25 19:33:5, Microphone: 0, Temp =  82.92, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:33:6, Microphone: -28, Temp =  82.90, AccX =  -0.10, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.94, GyroZ =  0.21

4/3/25 19:33:8, Microphone: 7, Temp =  82.93, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.73, GyroZ =  0.49

4/3/25 19:33:9, Microphone: 0, Temp =  82.88, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.73, GyroZ =  0.42

4/3/25 19:33:10, Microphone: -1, Temp =  82.89, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.00, GyroY =  -3.08, GyroZ =  0.28

4/3/25 19:33:11, Microphone: 41, Temp =  83.00, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.01, GyroZ =  0.28

4/3/25 19:33:13, Microphone: -24, Temp =  82.93, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.94, GyroZ =  0.35

4/3/25 19:33:14, Microphone: 9, Temp =  82.96, AccX =  -0.09, AccY =  -0.00, AccZ =  1.00, GyroX =  0.00, GyroY =  -3.01, GyroZ =  0.42

4/3/25 19:33:15, Microphone: -2, Temp =  82.97, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.42

4/3/25 19:33:16, Microphone: -21, Temp =  82.96, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.01, GyroZ =  0.35

4/3/25 19:33:18, Microphone: -3, Temp =  82.97, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.94, GyroZ =  0.14

4/3/25 19:33:19, Microphone: -47, Temp =  83.02, AccX =  -0.09, AccY =  -0.00, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:33:20, Microphone: 24, Temp =  83.01, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.21

4/3/25 19:33:21, Microphone: 29, Temp =  83.03, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.80, GyroZ =  0.42

4/3/25 19:33:23, Microphone: 0, Temp =  83.07, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:33:24, Microphone: 24, Temp =  83.00, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.73, GyroZ =  0.28

4/3/25 19:33:25, Microphone: -16, Temp =  83.02, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.42

4/3/25 19:33:26, Microphone: -3, Temp =  83.02, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.00, GyroY =  -3.01, GyroZ =  0.35

4/3/25 19:33:27, Microphone: -4, Temp =  82.95, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:33:29, Microphone: -31, Temp =  82.89, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.94, GyroZ =  0.14

4/3/25 19:33:30, Microphone: 11, Temp =  82.92, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:33:31, Microphone: 37, Temp =  82.93, AccX =  -0.12, AccY =  0.04, AccZ =  0.99, GyroX =  -1.12, GyroY =  -3.99, GyroZ =  0.49

4/3/25 19:33:32, Microphone: 19, Temp =  82.95, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:33:34, Microphone: 1, Temp =  82.86, AccX =  -0.10, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.42

4/3/25 19:33:35, Microphone: -10, Temp =  82.93, AccX =  -0.10, AccY =  -0.00, AccZ =  0.98, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.35

4/3/25 19:33:36, Microphone: 15, Temp =  82.96, AccX =  -0.10, AccY =  -0.01, AccZ =  1.00, GyroX =  0.21, GyroY =  -2.94, GyroZ =  0.49

4/3/25 19:33:37, Microphone: -20, Temp =  82.93, AccX =  -0.10, AccY =  0.00, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.80, GyroZ =  0.21

4/3/25 19:33:38, Microphone: 57, Temp =  83.02, AccX =  -0.09, AccY =  -0.01, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.80, GyroZ =  0.35

4/3/25 19:33:40, Microphone: 1, Temp =  83.01, AccX =  -0.09, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.87, GyroZ =  0.28

4/3/25 19:33:41, Microphone: -26, Temp =  83.00, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.73, GyroZ =  0.28

4/3/25 19:33:42, Microphone: 69, Temp =  82.98, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.01, GyroZ =  0.28

4/3/25 19:33:43, Microphone: -49, Temp =  82.92, AccX =  -0.10, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.80, GyroZ =  0.42

4/3/25 19:33:45, Microphone: 86, Temp =  82.91, AccX =  -0.11, AccY =  -0.01, AccZ =  1.00, GyroX =  -0.14, GyroY =  -2.80, GyroZ =  0.21

4/3/25 19:33:46, Microphone: -33, Temp =  83.00, AccX =  -0.09, AccY =  -0.01, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.73, GyroZ =  0.28

4/3/25 19:33:47, Microphone: 0, Temp =  83.01, AccX =  -0.10, AccY =  -0.00, AccZ =  1.01, GyroX =  -0.07, GyroY =  -2.80, GyroZ =  0.28

4/3/25 19:33:48, Microphone: -10, Temp =  82.92, AccX =  -0.10, AccY =  0.00, AccZ =  1.01, GyroX =  -0.07, GyroY =  -2.87, GyroZ =  0.14

4/3/25 19:33:50, Microphone: 80, Temp =  82.97, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.80, GyroZ =  0.21

4/3/25 19:33:51, Microphone: 29, Temp =  82.91, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.80, GyroZ =  0.28

4/3/25 19:33:52, Microphone: 14, Temp =  82.92, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.66, GyroZ =  0.35

4/3/25 19:33:53, Microphone: -2, Temp =  82.93, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.08, GyroZ =  0.42

4/3/25 19:33:55, Microphone: 23, Temp =  82.93, AccX =  -0.09, AccY =  -0.00, AccZ =  1.00, GyroX =  -0.07, GyroY =  -3.29, GyroZ =  0.28

4/3/25 19:33:56, Microphone: 25, Temp =  82.86, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  -0.07, GyroY =  -2.87, GyroZ =  0.42

4/3/25 19:33:57, Microphone: 5, Temp =  82.91, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.94, GyroZ =  0.42

4/3/25 19:33:58, Microphone: 31, Temp =  82.89, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.00, GyroY =  -3.01, GyroZ =  0.28

4/3/25 19:34:0, Microphone: -13, Temp =  83.00, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.01, GyroZ =  0.35

4/3/25 19:34:1, Microphone: 20, Temp =  82.92, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.80, GyroZ =  0.35

4/3/25 19:34:2, Microphone: 10, Temp =  83.00, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.87, GyroZ =  0.28

4/3/25 19:34:3, Microphone: 9, Temp =  82.97, AccX =  -0.09, AccY =  -0.00, AccZ =  1.00, GyroX =  0.07, GyroY =  -3.01, GyroZ =  0.21

4/3/25 19:34:5, Microphone: -20, Temp =  82.95, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.94, GyroZ =  0.14

4/3/25 19:34:6, Microphone: 15, Temp =  82.98, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.07, GyroY =  -2.94, GyroZ =  0.42

4/3/25 19:34:7, Microphone: 19, Temp =  82.98, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.00, GyroY =  -3.22, GyroZ =  0.35

4/3/25 19:34:8, Microphone: 2, Temp =  82.94, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.14, GyroY =  -2.66, GyroZ =  0.28

4/3/25 19:34:10, Microphone: -48, Temp =  82.92, AccX =  -0.10, AccY =  -0.00, AccZ =  1.00, GyroX =  0.00, GyroY =  -2.52, GyroZ =  0.49

